pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-05-11	Graph-based Neural Architecture Search with Operation Embeddings	 Michail Chatzianastasis, George Dasoulas, Georgios Siolas, Michalis Vazirgiannis Operation Embeddings for Neural Architecture Search	https://arxiv.org/pdf/2105.04885.pdf
